Age,Branch,Study_Hours_per_Day,Sleep_Hours,Screen_Time_Hours,Gym_Hours_per_Week,Attendance_Percentage,GPA
17,CSE,3.62,5.95,3.39,12.37,74.57,3.07
22,Electrical,4.67,6.91,3.0,6.23,84.07,3.04
23,Electrical,4.93,4.4,3.24,0.92,89.08,2.47
19,CSE,4.55,8.88,2.15,5.48,83.17,3.45
24,Civil,3.84,7.28,3.42,10.08,79.01,3.0
21,CSE,3.27,7.54,5.68,7.16,82.39,3.32
25,Mechanical,3.6,5.21,8.59,8.07,78.19,2.42
21,IT,6.35,8.04,6.59,7.24,89.02,3.34
25,Civil,2.7,5.95,6.27,0.0,68.52,2.47
20,ECE,2.92,5.36,1.75,12.31,80.96,2.46
25,Mechanical,2.86,6.45,5.24,0.0,72.63,2.92
21,Civil,4.2,6.42,4.87,9.58,78.13,2.8
25,CSE,1.71,5.21,5.58,10.45,65.24,2.51
19,CSE,1.97,5.43,4.28,5.77,75.92,2.62
20,CSE,3.61,5.33,8.32,8.98,75.18,2.8
25,CSE,2.07,5.34,5.11,5.45,75.29,2.6
22,ECE,2.19,6.03,5.3,9.05,69.8,2.42
18,Mechanical,2.08,4.83,1.08,12.56,64.36,2.48
23,Electrical,2.73,5.67,4.79,2.56,71.99,2.6
18,IT,5.1,7.75,7.3,10.77,85.32,3.47
18,ECE,5.43,7.49,6.11,16.48,86.59,3.31
17,ECE,6.88,5.24,1.0,8.48,93.69,2.71
19,Electrical,6.82,7.65,4.1,4.18,92.51,3.63
22,Electrical,5.18,4.14,8.46,19.67,81.97,2.78
24,IT,5.54,9.41,4.7,7.5,87.76,3.75
25,IT,4.2,8.06,5.64,8.3,83.69,3.08
23,Electrical,4.78,5.83,8.24,8.41,76.59,2.87
20,CSE,6.92,6.96,4.69,9.51,100.0,3.29
22,ECE,4.56,4.82,6.58,5.1,64.3,2.65
21,Civil,5.73,6.57,5.82,8.06,89.03,3.3
24,IT,2.6,6.28,6.25,12.33,75.32,2.85
17,IT,3.0,5.5,5.76,4.91,71.99,2.54
17,Electrical,4.47,5.94,3.9,4.65,71.71,2.64
22,Mechanical,4.22,5.82,4.1,5.36,80.64,2.81
18,Civil,3.07,5.14,3.29,0.85,76.2,2.53
21,Civil,7.61,5.47,1.72,3.18,92.31,3.45
17,IT,4.26,4.77,7.49,2.95,77.14,2.22
23,CSE,3.34,7.53,5.02,7.0,81.49,2.86
17,Mechanical,4.23,5.38,7.39,11.68,81.73,2.84
20,Civil,4.04,5.03,8.13,15.14,72.65,2.9
25,IT,4.28,7.51,5.11,7.32,83.66,2.85
17,Civil,1.61,6.94,2.37,9.56,63.39,2.61
20,Mechanical,5.94,7.47,4.61,8.36,85.82,3.64
22,Mechanical,6.02,7.6,3.66,0.0,91.1,3.24
22,ECE,6.21,8.82,1.04,0.57,91.55,3.38
24,Electrical,4.49,6.31,4.0,11.26,80.43,3.35
17,Electrical,4.99,4.75,4.86,11.81,82.45,2.93
23,IT,2.7,6.83,3.71,11.68,72.25,3.01
17,Mechanical,5.25,5.7,3.46,6.0,82.34,2.79
23,ECE,4.38,5.35,2.44,0.0,87.33,2.84
19,ECE,3.31,6.62,5.39,1.24,68.7,3.04
24,Civil,5.3,7.54,8.74,2.1,85.28,3.4
19,Civil,5.36,5.5,7.56,10.52,79.48,3.04
17,ECE,4.09,8.03,6.31,5.0,85.13,3.46
24,Civil,4.66,5.31,6.35,16.47,82.08,2.74
19,Mechanical,2.45,6.21,4.73,15.22,66.98,2.85
18,CSE,5.86,6.96,1.39,16.37,92.75,3.48
17,Mechanical,2.65,6.03,4.26,1.87,61.8,2.57
19,ECE,2.94,4.37,3.06,9.75,76.11,2.28
18,ECE,4.09,7.61,5.31,4.33,86.22,3.35
18,Mechanical,5.67,5.75,7.47,8.84,89.26,2.34
22,Civil,5.67,7.39,8.95,2.49,85.82,3.27
17,Civil,3.99,4.98,5.13,13.87,73.75,2.77
18,Electrical,5.16,5.19,1.67,2.59,91.21,2.54
22,ECE,1.47,7.53,5.13,0.0,71.97,2.72
19,IT,2.92,6.91,5.18,18.39,71.38,2.83
20,Electrical,2.95,5.97,6.36,9.48,71.66,2.91
17,Civil,5.88,6.93,4.96,1.01,95.33,3.52
24,Mechanical,4.98,5.36,5.13,6.09,87.57,2.96
23,Civil,4.28,6.63,3.74,3.77,72.45,3.06
23,Mechanical,4.42,6.65,4.38,7.03,81.13,2.85
19,Electrical,6.35,6.05,6.03,11.5,90.6,3.2
19,ECE,3.74,5.5,1.0,10.62,79.96,2.94
18,Civil,2.03,6.58,4.37,8.42,70.17,2.81
17,Mechanical,5.63,6.43,6.38,7.03,85.59,3.3
23,ECE,4.27,5.94,8.28,13.04,82.26,2.77
23,IT,5.43,5.26,4.2,0.0,84.91,3.16
18,Mechanical,3.93,6.51,7.37,2.81,96.74,2.75
23,Electrical,2.74,5.94,8.38,1.52,74.32,2.53
24,IT,4.6,5.26,4.23,12.64,82.95,2.66
17,IT,4.02,6.55,3.88,2.86,89.29,3.11
25,CSE,4.28,8.43,4.64,0.0,74.57,3.22
23,Civil,6.42,6.06,4.84,10.08,91.57,2.9
19,Mechanical,2.35,8.3,7.18,1.91,67.01,3.16
